Nitrogen (mg/kg),Fosfor (mg/kg),Kalium (mg/kg),pH,Kelembapan (%),Suhu (°C),EC (dS/m),Salinitas (ppt),TDS (ppm),Kondisi Tanah,Rekomendasi Tindakan
1446,1466,771,7.7,28.03,23.53,1.83,327.45,2262.25,Buruk,"tambahkan pupuk dikit, tambahkan air"
965,1108,1137,7.54,20.72,36.63,8.56,478.33,3042.76,Buruk,"tambahkan pupuk dikit, tambahkan air"
764,1341,1871,6.27,13.35,21.6,7.51,300.9,5221.68,Buruk,"tambahkan pupuk sedang, tambahkan air"
666,716,1271,5.12,18.99,41.34,5.75,372.75,1530.0,Buruk,"tambahkan pupuk sedang, tambahkan air"
685,1712,1785,6.75,29.8,26.63,4.92,912.18,2411.09,Buruk,"tambahkan pupuk sedang, tambahkan air"
643,1210,129,8.51,16.07,42.03,2.6,368.09,3116.77,Buruk,"tambahkan pupuk sedang, tambahkan air"
1104,130,537,6.61,15.36,25.26,4.78,796.24,2126.78,Buruk,"tambahkan pupuk dikit, tambahkan air"
1062,199,1796,5.38,12.35,15.26,6.43,644.54,3941.61,Buruk,"tambahkan pupuk dikit, tambahkan air"
1361,766,1896,4.92,21.88,30.51,7.83,370.66,1911.31,Buruk,"tambahkan pupuk dikit, tambahkan air"
1125,903,1653,8.75,11.78,30.74,0.86,826.9,4747.93,Buruk,"tambahkan pupuk dikit, tambahkan air"
491,1438,162,7.84,25.24,18.6,7.1,615.32,3278.35,Buruk,"tambahkan pupuk banyak, tambahkan air"
1433,594,1553,5.91,28.29,22.05,7.44,58.19,974.68,Buruk,"tambahkan pupuk dikit, tambahkan air"
951,1741,1258,5.83,28.54,38.5,5.61,115.29,3948.49,Buruk,"tambahkan pupuk dikit, tambahkan air"
1434,570,256,8.53,12.15,16.1,2.18,765.01,3630.84,Buruk,"tambahkan pupuk dikit, tambahkan air"
1074,841,668,5.3,21.11,29.69,5.41,474.2,2362.29,Buruk,"tambahkan pupuk dikit, tambahkan air"
862,1638,1042,6.91,11.93,30.91,5.05,435.23,561.36,Buruk,"tambahkan pupuk sedang, tambahkan air"
1347,833,876,7.71,21.38,35.66,4.78,188.54,1603.86,Buruk,"tambahkan pupuk dikit, tambahkan air"
1119,1756,353,6.28,26.22,16.12,4.63,199.45,2731.4,Buruk,"tambahkan pupuk dikit, tambahkan air"
1108,1795,1106,4.68,20.7,32.57,1.15,807.86,1599.53,Buruk,"tambahkan pupuk dikit, tambahkan air"
323,1906,1310,5.52,27.35,15.09,1.87,837.57,3676.2,Buruk,"tambahkan pupuk banyak, tambahkan air"
267,1097,972,8.56,25.95,22.96,1.02,582.0,4417.79,Buruk,"tambahkan pupuk banyak, tambahkan air"
674,430,1502,6.85,15.5,29.99,2.46,330.37,5208.1,Buruk,"tambahkan pupuk sedang, tambahkan air"
557,1317,1450,8.17,22.54,42.34,2.67,936.07,4058.4,Buruk,"tambahkan pupuk sedang, tambahkan air"
1569,1853,298,7.0,10.15,18.8,2.49,642.76,4289.55,Buruk,"tambahkan pupuk dikit, tambahkan air"
720,1314,980,8.75,17.88,20.08,2.15,806.81,3846.43,Buruk,"tambahkan pupuk sedang, tambahkan air"
1032,351,1294,8.59,14.74,35.08,7.37,53.12,5920.17,Buruk,"tambahkan pupuk dikit, tambahkan air"
823,1861,1438,6.67,28.65,26.25,8.19,477.8,1935.5,Buruk,"tambahkan pupuk sedang, tambahkan air"
1551,1124,105,5.93,18.07,33.7,3.3,877.4,1964.42,Buruk,"tambahkan pupuk dikit, tambahkan air"
1553,1582,1379,7.21,23.02,44.92,3.09,371.32,1194.84,Buruk,"tambahkan pupuk dikit, tambahkan air"
626,1768,920,7.54,24.57,44.61,8.45,740.22,3171.26,Buruk,"tambahkan pupuk sedang, tambahkan air"
1208,1213,1443,6.74,25.39,25.61,6.26,674.79,1028.89,Buruk,"tambahkan pupuk dikit, tambahkan air"
642,617,347,8.2,24.64,30.12,2.97,194.61,1985.81,Buruk,"tambahkan pupuk sedang, tambahkan air"
800,1606,1854,5.32,15.75,42.14,7.15,786.16,3154.75,Buruk,"tambahkan pupuk sedang, tambahkan air"
1318,1879,103,6.0,23.65,17.77,3.48,156.9,5766.78,Buruk,"tambahkan pupuk dikit, tambahkan air"
961,1768,612,7.59,20.93,28.57,5.89,741.52,5800.97,Buruk,"tambahkan pupuk dikit, tambahkan air"
1154,1239,937,5.61,21.89,26.33,9.93,991.42,4590.57,Buruk,"tambahkan pupuk dikit, tambahkan air"
1540,172,605,6.48,10.02,23.85,3.05,960.08,2640.88,Buruk,"tambahkan pupuk dikit, tambahkan air"
686,255,130,8.84,15.14,44.83,9.31,810.23,5258.39,Buruk,"tambahkan pupuk sedang, tambahkan air"
938,822,1956,7.32,28.52,37.01,3.24,557.79,5315.01,Buruk,"tambahkan pupuk dikit, tambahkan air"
847,168,1752,8.77,15.77,26.66,5.43,691.08,5506.09,Buruk,"tambahkan pupuk sedang, tambahkan air"
1095,570,1398,7.75,18.72,39.87,4.63,741.7,4020.14,Buruk,"tambahkan pupuk dikit, tambahkan air"
204,591,808,7.76,13.71,29.69,7.84,57.98,1609.86,Buruk,"tambahkan pupuk banyak, tambahkan air"
831,399,985,7.16,12.76,41.18,0.66,147.25,1000.94,Buruk,"tambahkan pupuk sedang, tambahkan air"
1594,1267,1448,5.14,14.15,22.99,6.29,617.21,5531.27,Buruk,"tambahkan pupuk dikit, tambahkan air"
1076,1834,1300,6.84,21.02,21.71,7.62,56.21,805.5,Buruk,"tambahkan pupuk dikit, tambahkan air"
1185,1329,1410,5.64,28.29,22.42,4.75,913.46,2127.4,Buruk,"tambahkan pupuk dikit, tambahkan air"
1411,1017,847,8.99,16.49,31.15,1.1,515.18,3178.29,Buruk,"tambahkan pupuk dikit, tambahkan air"
225,812,178,5.7,16.44,23.74,2.49,294.88,620.87,Buruk,"tambahkan pupuk banyak, tambahkan air"
361,850,342,5.54,21.23,19.41,6.81,424.13,5488.02,Buruk,"tambahkan pupuk banyak, tambahkan air"
944,506,1946,7.31,17.1,44.84,8.96,858.24,2079.17,Buruk,"tambahkan pupuk dikit, tambahkan air"
1353,1038,600,6.8,28.12,42.01,4.25,930.83,656.78,Buruk,"tambahkan pupuk dikit, tambahkan air"
732,679,304,4.6,17.52,34.05,5.63,160.42,5964.74,Buruk,"tambahkan pupuk sedang, tambahkan air"
1082,1806,1583,5.08,19.76,41.75,2.32,789.06,2212.66,Buruk,"tambahkan pupuk dikit, tambahkan air"
609,1420,1506,8.15,20.61,43.06,4.15,599.32,5322.21,Buruk,"tambahkan pupuk sedang, tambahkan air"
1296,681,822,6.68,25.56,35.28,3.4,606.23,2994.11,Buruk,"tambahkan pupuk dikit, tambahkan air"
1456,898,432,5.16,21.22,30.56,6.57,790.48,4147.19,Buruk,"tambahkan pupuk dikit, tambahkan air"
1054,628,702,6.59,14.76,41.46,9.85,261.7,1826.0,Buruk,"tambahkan pupuk dikit, tambahkan air"
1329,236,265,5.64,12.47,32.03,8.14,554.49,3265.81,Buruk,"tambahkan pupuk dikit, tambahkan air"
1100,318,260,5.51,28.66,18.8,1.96,353.38,1917.08,Buruk,"tambahkan pupuk dikit, tambahkan air"
208,1946,105,8.81,25.95,26.01,5.8,139.79,5730.96,Buruk,"tambahkan pupuk banyak, tambahkan air"
249,617,1776,6.13,10.46,28.38,0.71,149.83,835.2,Buruk,"tambahkan pupuk banyak, tambahkan air"
641,1833,304,4.71,26.35,43.06,2.51,179.65,2010.71,Buruk,"tambahkan pupuk sedang, tambahkan air"
235,1571,631,8.87,21.75,34.78,1.76,634.15,5412.1,Buruk,"tambahkan pupuk banyak, tambahkan air"
1425,231,1223,8.08,20.33,41.26,3.39,150.54,3140.2,Buruk,"tambahkan pupuk dikit, tambahkan air"
317,1486,1800,5.64,10.24,37.73,6.8,591.6,3800.46,Buruk,"tambahkan pupuk banyak, tambahkan air"
901,1467,144,6.34,25.54,24.3,5.02,608.88,4084.31,Buruk,"tambahkan pupuk dikit, tambahkan air"
953,1819,556,8.38,13.94,36.56,9.33,908.7,890.1,Buruk,"tambahkan pupuk dikit, tambahkan air"
1392,1141,1972,6.11,24.49,20.86,2.17,645.06,597.56,Buruk,"tambahkan pupuk dikit, tambahkan air"
429,1539,326,7.05,10.32,27.24,3.67,986.31,5658.13,Buruk,"tambahkan pupuk banyak, tambahkan air"
759,1848,1438,6.91,25.85,39.18,3.33,79.44,1993.27,Buruk,"tambahkan pupuk sedang, tambahkan air"
1373,659,151,6.31,10.46,33.36,2.4,718.94,2591.72,Buruk,"tambahkan pupuk dikit, tambahkan air"
407,1664,1269,7.38,14.69,39.76,9.93,75.16,4251.51,Buruk,"tambahkan pupuk banyak, tambahkan air"
1284,1027,1404,6.63,15.34,22.64,3.9,742.91,1799.67,Buruk,"tambahkan pupuk dikit, tambahkan air"
1340,1276,1246,4.6,13.13,37.49,9.41,416.56,4531.89,Buruk,"tambahkan pupuk dikit, tambahkan air"
438,431,1842,8.16,19.57,21.07,3.94,630.74,3020.33,Buruk,"tambahkan pupuk banyak, tambahkan air"
1066,1873,570,5.01,15.65,31.36,2.08,344.06,5211.35,Buruk,"tambahkan pupuk dikit, tambahkan air"
247,418,996,6.59,29.77,28.01,1.24,201.15,2031.97,Buruk,"tambahkan pupuk banyak, tambahkan air"
956,1900,1420,7.11,21.54,31.69,8.56,737.34,1621.02,Buruk,"tambahkan pupuk dikit, tambahkan air"
1516,1322,713,7.67,21.27,19.07,0.37,909.39,5074.29,Buruk,"tambahkan pupuk dikit, tambahkan air"
716,1649,611,6.35,14.4,25.84,9.65,224.4,2294.79,Buruk,"tambahkan pupuk sedang, tambahkan air"
404,1911,885,7.81,18.13,35.01,4.21,924.67,2765.28,Buruk,"tambahkan pupuk banyak, tambahkan air"
1403,1079,1764,5.09,12.47,31.76,2.51,183.17,4865.39,Buruk,"tambahkan pupuk dikit, tambahkan air"
289,1133,1625,7.44,25.17,31.47,6.19,748.88,3995.67,Buruk,"tambahkan pupuk banyak, tambahkan air"
699,1262,1802,8.22,16.59,30.32,1.37,961.47,2929.49,Buruk,"tambahkan pupuk sedang, tambahkan air"
1331,266,1325,8.5,24.96,43.32,0.77,190.0,1874.4,Buruk,"tambahkan pupuk dikit, tambahkan air"
1413,246,514,7.11,17.4,43.04,8.29,463.34,4703.11,Buruk,"tambahkan pupuk dikit, tambahkan air"
1403,1526,713,5.91,29.68,25.8,4.28,370.58,1492.37,Buruk,"tambahkan pupuk dikit, tambahkan air"
1243,1880,1706,5.24,13.41,25.56,5.21,419.05,5605.54,Buruk,"tambahkan pupuk dikit, tambahkan air"
1582,1038,1545,6.06,10.03,31.65,1.81,765.48,1326.74,Buruk,"tambahkan pupuk dikit, tambahkan air"
206,544,619,6.93,21.84,17.87,0.66,678.13,4927.14,Buruk,"tambahkan pupuk banyak, tambahkan air"
521,169,773,5.38,28.96,24.09,3.71,970.25,2833.37,Buruk,"tambahkan pupuk sedang, tambahkan air"
467,1451,1196,8.79,22.88,21.93,5.09,226.21,1523.03,Buruk,"tambahkan pupuk banyak, tambahkan air"
495,932,444,8.54,11.71,21.7,7.67,566.1,2713.08,Buruk,"tambahkan pupuk banyak, tambahkan air"
769,1018,1150,4.65,20.76,34.16,5.04,476.67,1718.53,Buruk,"tambahkan pupuk sedang, tambahkan air"
463,715,1292,7.03,28.1,26.53,7.84,922.91,1247.97,Buruk,"tambahkan pupuk banyak, tambahkan air"
289,1352,874,8.05,10.13,20.13,1.2,60.09,1815.35,Buruk,"tambahkan pupuk banyak, tambahkan air"
1052,1951,1923,5.6,13.32,41.63,0.69,989.71,5270.69,Buruk,"tambahkan pupuk dikit, tambahkan air"
1484,1773,684,6.86,26.21,41.22,1.63,505.75,1082.68,Buruk,"tambahkan pupuk dikit, tambahkan air"
687,418,1332,6.33,27.79,40.87,7.73,644.26,5848.97,Buruk,"tambahkan pupuk sedang, tambahkan air"
1564,135,1734,5.38,24.07,26.72,7.61,392.05,527.49,Buruk,"tambahkan pupuk dikit, tambahkan air"
1552,1753,979,7.27,29.73,16.71,1.46,859.9,4120.31,Buruk,"tambahkan pupuk dikit, tambahkan air"
600,354,997,8.97,11.8,18.2,0.36,583.89,5210.82,Buruk,"tambahkan pupuk sedang, tambahkan air"
556,1436,1666,6.14,20.86,23.28,6.87,679.67,5636.77,Buruk,"tambahkan pupuk sedang, tambahkan air"
954,1061,947,6.99,23.63,21.6,8.56,666.46,1291.92,Buruk,"tambahkan pupuk dikit, tambahkan air"
698,434,1668,5.98,23.98,41.22,7.55,395.78,4340.15,Buruk,"tambahkan pupuk sedang, tambahkan air"
1033,1143,824,8.45,25.79,44.59,2.07,122.19,1090.42,Buruk,"tambahkan pupuk dikit, tambahkan air"
634,397,756,8.39,28.26,39.5,5.86,817.32,2439.36,Buruk,"tambahkan pupuk sedang, tambahkan air"
318,1144,710,5.3,17.2,36.9,7.59,325.23,4525.59,Buruk,"tambahkan pupuk banyak, tambahkan air"
1270,577,1945,8.55,10.85,32.66,2.6,856.48,2402.85,Buruk,"tambahkan pupuk dikit, tambahkan air"
1391,1891,1433,5.18,17.21,38.1,5.3,628.21,2223.56,Buruk,"tambahkan pupuk dikit, tambahkan air"
1222,1883,1123,4.93,23.37,43.41,3.18,386.02,1138.3,Buruk,"tambahkan pupuk dikit, tambahkan air"
547,571,1046,7.44,14.25,33.04,2.29,614.53,865.41,Buruk,"tambahkan pupuk sedang, tambahkan air"
738,1061,279,6.24,26.12,19.64,9.7,663.22,1134.03,Buruk,"tambahkan pupuk sedang, tambahkan air"
1519,1801,746,6.89,14.37,19.92,9.13,721.35,5315.11,Buruk,"tambahkan pupuk dikit, tambahkan air"
1397,569,537,7.44,10.2,32.52,4.48,831.22,561.59,Buruk,"tambahkan pupuk dikit, tambahkan air"
729,1472,1600,4.74,20.11,25.0,1.41,201.77,4310.76,Buruk,"tambahkan pupuk sedang, tambahkan air"
502,866,494,5.82,24.46,42.31,7.29,946.94,4727.43,Buruk,"tambahkan pupuk sedang, tambahkan air"
401,689,1825,6.57,16.96,33.35,2.59,440.3,3623.39,Buruk,"tambahkan pupuk banyak, tambahkan air"
355,891,1665,5.7,24.9,35.29,1.73,867.43,4519.26,Buruk,"tambahkan pupuk banyak, tambahkan air"
213,1917,693,4.72,18.72,15.17,3.85,259.46,4087.48,Buruk,"tambahkan pupuk banyak, tambahkan air"
1243,485,156,4.89,13.42,29.97,5.32,77.58,3005.57,Buruk,"tambahkan pupuk dikit, tambahkan air"
955,1041,1297,8.11,11.8,27.93,1.02,594.68,2604.91,Buruk,"tambahkan pupuk dikit, tambahkan air"
1088,2000,1843,8.6,24.14,36.18,5.74,358.43,5677.33,Buruk,"tambahkan pupuk dikit, tambahkan air"
1396,1669,425,5.19,17.68,26.48,0.2,985.24,5845.66,Buruk,"tambahkan pupuk dikit, tambahkan air"
644,545,421,5.62,28.16,44.3,8.92,149.23,4081.99,Buruk,"tambahkan pupuk sedang, tambahkan air"
321,198,282,7.44,20.75,35.11,9.21,94.94,1585.14,Buruk,"tambahkan pupuk banyak, tambahkan air"
383,754,334,8.79,16.93,34.8,7.34,92.77,2963.45,Buruk,"tambahkan pupuk banyak, tambahkan air"
870,1178,718,5.85,16.94,42.58,4.69,256.03,3230.96,Buruk,"tambahkan pupuk sedang, tambahkan air"
248,1126,1309,8.35,12.62,44.86,2.59,600.23,4668.84,Buruk,"tambahkan pupuk banyak, tambahkan air"
380,1455,365,6.78,21.82,20.93,7.45,530.29,4172.77,Buruk,"tambahkan pupuk banyak, tambahkan air"
1571,1033,1767,8.8,21.59,39.32,9.32,382.57,3331.48,Buruk,"tambahkan pupuk dikit, tambahkan air"
340,1558,1108,5.11,25.92,19.87,1.63,134.35,4242.01,Buruk,"tambahkan pupuk banyak, tambahkan air"
729,1609,941,8.88,14.0,28.71,4.68,272.05,632.31,Buruk,"tambahkan pupuk sedang, tambahkan air"
783,1342,428,6.48,15.79,18.01,3.19,224.94,4771.49,Buruk,"tambahkan pupuk sedang, tambahkan air"
670,1334,1953,8.79,11.94,33.7,3.6,758.38,1663.98,Buruk,"tambahkan pupuk sedang, tambahkan air"
1486,916,1488,6.56,15.88,29.06,4.09,790.95,4110.25,Buruk,"tambahkan pupuk dikit, tambahkan air"
342,1619,782,6.89,18.52,33.86,9.52,788.16,1126.85,Buruk,"tambahkan pupuk banyak, tambahkan air"
906,760,1933,8.12,29.18,35.34,2.62,970.59,1129.53,Buruk,"tambahkan pupuk dikit, tambahkan air"
1369,331,123,7.75,23.0,33.58,4.95,890.03,696.12,Buruk,"tambahkan pupuk dikit, tambahkan air"
493,699,1384,7.29,25.58,23.82,9.52,522.91,5506.28,Buruk,"tambahkan pupuk banyak, tambahkan air"
621,1019,1478,6.38,16.48,40.11,4.79,444.19,3825.07,Buruk,"tambahkan pupuk sedang, tambahkan air"
763,1846,295,8.07,12.88,31.55,8.64,919.98,2490.79,Buruk,"tambahkan pupuk sedang, tambahkan air"
616,1858,710,8.77,15.11,29.7,0.63,630.66,4832.78,Buruk,"tambahkan pupuk sedang, tambahkan air"
860,1931,1613,4.54,15.1,44.61,9.53,329.68,3943.45,Buruk,"tambahkan pupuk sedang, tambahkan air"
1112,1271,1456,7.15,21.6,23.51,1.92,586.24,3910.44,Buruk,"tambahkan pupuk dikit, tambahkan air"
1330,1330,712,8.4,16.8,30.84,9.8,992.54,3178.74,Buruk,"tambahkan pupuk dikit, tambahkan air"
1541,459,1987,7.44,27.06,35.47,1.8,857.0,543.6,Buruk,"tambahkan pupuk dikit, tambahkan air"
258,1542,731,8.1,29.67,18.76,4.47,317.22,1921.54,Buruk,"tambahkan pupuk banyak, tambahkan air"
1215,1862,420,8.53,16.83,25.63,3.12,955.31,1099.92,Buruk,"tambahkan pupuk dikit, tambahkan air"
457,1540,1570,7.88,24.03,39.05,4.36,982.39,4143.25,Buruk,"tambahkan pupuk banyak, tambahkan air"
992,971,1500,7.73,23.08,22.1,2.54,269.61,1867.41,Buruk,"tambahkan pupuk dikit, tambahkan air"
730,1819,302,8.84,13.87,29.8,9.65,900.81,2975.92,Buruk,"tambahkan pupuk sedang, tambahkan air"
365,1676,1213,8.39,28.27,33.92,3.09,889.04,2443.87,Buruk,"tambahkan pupuk banyak, tambahkan air"
1248,1305,1830,8.17,13.97,35.13,6.55,87.77,1287.59,Buruk,"tambahkan pupuk dikit, tambahkan air"
203,655,276,4.89,24.67,36.85,1.42,686.2,5771.04,Buruk,"tambahkan pupuk banyak, tambahkan air"
202,1333,726,5.58,16.92,40.98,8.25,340.02,5633.81,Buruk,"tambahkan pupuk banyak, tambahkan air"
617,1972,1968,7.01,17.3,26.79,5.45,690.88,965.35,Buruk,"tambahkan pupuk sedang, tambahkan air"
561,349,131,7.69,19.06,36.2,9.8,917.88,5050.51,Buruk,"tambahkan pupuk sedang, tambahkan air"
1105,1635,1045,5.86,27.2,36.97,4.26,523.84,3186.06,Buruk,"tambahkan pupuk dikit, tambahkan air"
568,695,826,4.92,12.79,24.01,1.99,443.69,4755.55,Buruk,"tambahkan pupuk sedang, tambahkan air"
738,238,1053,5.9,11.09,44.04,3.49,925.45,1331.36,Buruk,"tambahkan pupuk sedang, tambahkan air"
1079,1089,919,7.97,18.0,40.96,7.38,975.41,1227.51,Buruk,"tambahkan pupuk dikit, tambahkan air"
545,1354,890,8.45,11.11,23.7,6.61,109.12,5399.17,Buruk,"tambahkan pupuk sedang, tambahkan air"
930,1009,342,8.61,23.68,35.25,7.79,926.71,5438.01,Buruk,"tambahkan pupuk dikit, tambahkan air"
1096,111,1921,6.2,25.13,36.53,0.78,128.63,3062.52,Buruk,"tambahkan pupuk dikit, tambahkan air"
1267,1079,169,6.18,27.01,27.94,5.82,370.42,5285.87,Buruk,"tambahkan pupuk dikit, tambahkan air"
923,372,1114,6.33,24.8,40.91,9.33,774.45,4171.02,Buruk,"tambahkan pupuk dikit, tambahkan air"
763,587,1194,6.19,28.24,35.71,1.12,788.19,1517.55,Buruk,"tambahkan pupuk sedang, tambahkan air"
1376,1213,1746,7.5,24.89,34.74,0.99,739.53,2309.25,Buruk,"tambahkan pupuk dikit, tambahkan air"
401,1148,257,6.11,28.63,21.63,7.18,87.16,1248.33,Buruk,"tambahkan pupuk banyak, tambahkan air"
520,637,648,4.59,13.84,27.24,3.19,176.32,4756.72,Buruk,"tambahkan pupuk sedang, tambahkan air"
663,1788,1939,6.48,19.95,28.02,6.6,939.41,5918.88,Buruk,"tambahkan pupuk sedang, tambahkan air"
1234,1084,425,5.51,29.78,37.01,5.48,127.39,3505.08,Buruk,"tambahkan pupuk dikit, tambahkan air"
1450,1695,1158,4.63,23.56,33.55,9.86,124.62,4107.25,Buruk,"tambahkan pupuk dikit, tambahkan air"
832,1183,1603,6.62,27.48,17.58,8.9,843.86,4603.51,Buruk,"tambahkan pupuk sedang, tambahkan air"
532,1918,559,5.43,10.6,24.23,6.8,659.2,1733.43,Buruk,"tambahkan pupuk sedang, tambahkan air"
214,1294,1959,6.54,27.35,29.19,2.65,384.07,2348.01,Buruk,"tambahkan pupuk banyak, tambahkan air"
1280,687,515,5.75,23.88,37.1,2.66,207.42,2767.77,Buruk,"tambahkan pupuk dikit, tambahkan air"
1553,887,670,7.22,13.4,37.31,8.83,889.96,3770.24,Buruk,"tambahkan pupuk dikit, tambahkan air"
1287,1570,985,8.96,10.51,29.72,5.87,989.11,5177.71,Buruk,"tambahkan pupuk dikit, tambahkan air"
429,1843,1542,6.96,15.17,18.51,7.9,97.47,1898.12,Buruk,"tambahkan pupuk banyak, tambahkan air"
210,1020,610,7.41,28.22,23.79,4.53,576.41,3089.89,Buruk,"tambahkan pupuk banyak, tambahkan air"
1447,1790,467,8.64,23.3,22.64,1.08,298.24,4633.44,Buruk,"tambahkan pupuk dikit, tambahkan air"
741,1815,1011,6.18,28.3,38.43,3.36,840.77,980.62,Buruk,"tambahkan pupuk sedang, tambahkan air"
721,1717,982,5.25,18.88,20.4,1.65,378.77,3320.91,Buruk,"tambahkan pupuk sedang, tambahkan air"
1277,1133,306,5.77,28.64,28.95,7.83,728.9,1294.09,Buruk,"tambahkan pupuk dikit, tambahkan air"
966,342,1484,6.31,19.21,35.12,7.02,562.55,3465.32,Buruk,"tambahkan pupuk dikit, tambahkan air"
1380,1301,1559,7.4,14.06,43.94,0.93,564.45,4723.03,Buruk,"tambahkan pupuk dikit, tambahkan air"
840,897,677,4.52,13.01,44.98,6.23,865.1,1803.21,Buruk,"tambahkan pupuk sedang, tambahkan air"
769,356,1897,8.34,29.78,43.59,8.75,496.88,5172.13,Buruk,"tambahkan pupuk sedang, tambahkan air"
604,409,1393,4.84,16.64,36.55,6.99,853.32,2341.42,Buruk,"tambahkan pupuk sedang, tambahkan air"
906,615,1356,8.55,13.19,37.39,5.14,395.26,1549.32,Buruk,"tambahkan pupuk dikit, tambahkan air"
1128,1338,768,8.77,10.17,37.78,3.15,216.04,3059.28,Buruk,"tambahkan pupuk dikit, tambahkan air"
1312,1153,205,8.96,15.68,40.88,8.88,482.7,5318.41,Buruk,"tambahkan pupuk dikit, tambahkan air"
792,1469,765,8.14,27.69,43.55,4.26,523.44,879.13,Buruk,"tambahkan pupuk sedang, tambahkan air"
385,1188,1141,5.14,20.63,28.37,8.56,504.46,2301.64,Buruk,"tambahkan pupuk banyak, tambahkan air"
1094,735,1618,7.68,22.59,27.5,7.84,817.91,4092.4,Buruk,"tambahkan pupuk dikit, tambahkan air"
278,896,359,5.41,28.36,28.81,8.17,586.44,2466.69,Buruk,"tambahkan pupuk banyak, tambahkan air"
344,1276,1608,8.54,20.21,34.79,9.9,894.02,889.53,Buruk,"tambahkan pupuk banyak, tambahkan air"
213,139,412,5.92,26.68,38.26,7.5,538.48,2325.99,Buruk,"tambahkan pupuk banyak, tambahkan air"
201,1149,730,5.97,16.44,41.12,0.39,263.48,5015.28,Buruk,"tambahkan pupuk banyak, tambahkan air"
715,1396,1944,8.63,29.44,28.69,2.09,173.02,5824.21,Buruk,"tambahkan pupuk sedang, tambahkan air"
955,1282,1225,4.56,11.57,25.9,0.4,874.94,718.79,Buruk,"tambahkan pupuk dikit, tambahkan air"
265,1824,636,5.37,24.42,44.5,1.94,103.36,3631.06,Buruk,"tambahkan pupuk banyak, tambahkan air"
445,1899,1303,6.4,23.15,21.96,0.66,161.73,1079.17,Buruk,"tambahkan pupuk banyak, tambahkan air"
771,680,1633,7.65,13.81,21.66,5.04,110.48,4242.18,Buruk,"tambahkan pupuk sedang, tambahkan air"
1455,100,1600,7.41,17.74,36.46,0.33,452.55,543.41,Buruk,"tambahkan pupuk dikit, tambahkan air"
635,178,773,7.51,16.23,20.39,4.75,555.98,581.08,Buruk,"tambahkan pupuk sedang, tambahkan air"
552,1351,1523,8.46,11.88,26.98,8.99,68.88,4772.84,Buruk,"tambahkan pupuk sedang, tambahkan air"
878,1450,449,5.04,21.64,23.77,7.5,539.81,909.39,Buruk,"tambahkan pupuk sedang, tambahkan air"
582,1681,314,6.85,29.77,20.06,9.44,424.07,2178.5,Buruk,"tambahkan pupuk sedang, tambahkan air"
1283,719,1506,7.76,21.14,32.39,2.31,784.96,5769.22,Buruk,"tambahkan pupuk dikit, tambahkan air"
669,600,1247,7.36,20.85,26.21,5.33,838.46,5918.86,Buruk,"tambahkan pupuk sedang, tambahkan air"
1306,1598,1415,6.52,10.8,28.87,3.22,700.72,1387.72,Buruk,"tambahkan pupuk dikit, tambahkan air"
273,1478,1791,4.58,12.77,20.88,4.96,499.82,3584.96,Buruk,"tambahkan pupuk banyak, tambahkan air"
1534,1247,1828,4.77,20.21,38.04,5.59,255.34,3575.32,Buruk,"tambahkan pupuk dikit, tambahkan air"
225,1783,427,5.04,29.61,24.44,0.41,854.76,2988.09,Buruk,"tambahkan pupuk banyak, tambahkan air"
1600,1077,1688,6.04,27.44,25.28,2.37,374.59,5585.85,Buruk,"tambahkan pupuk dikit, tambahkan air"
1466,1547,1805,5.03,16.77,22.56,7.06,388.48,4647.19,Buruk,"tambahkan pupuk dikit, tambahkan air"
1034,1375,946,6.42,20.81,28.03,7.74,920.21,4704.9,Buruk,"tambahkan pupuk dikit, tambahkan air"
827,1637,197,5.3,21.0,28.91,5.72,976.82,1982.63,Buruk,"tambahkan pupuk sedang, tambahkan air"
1546,1857,758,8.01,23.64,30.89,2.74,903.22,2888.76,Buruk,"tambahkan pupuk dikit, tambahkan air"
1403,1824,399,8.42,23.69,44.03,4.08,998.32,3180.83,Buruk,"tambahkan pupuk dikit, tambahkan air"
973,1630,129,6.25,25.72,42.14,1.01,875.46,2144.02,Buruk,"tambahkan pupuk dikit, tambahkan air"
1208,585,1197,6.8,10.5,33.28,9.53,719.14,1021.5,Buruk,"tambahkan pupuk dikit, tambahkan air"
465,577,271,8.79,28.78,16.17,8.69,329.13,1194.98,Buruk,"tambahkan pupuk banyak, tambahkan air"
749,1706,1117,6.91,11.39,33.37,0.7,955.31,1493.69,Buruk,"tambahkan pupuk sedang, tambahkan air"
276,1994,1022,8.98,19.48,17.69,1.71,882.8,1620.09,Buruk,"tambahkan pupuk banyak, tambahkan air"
1272,432,183,5.14,28.3,36.31,5.83,278.71,1832.44,Buruk,"tambahkan pupuk dikit, tambahkan air"
1213,1732,1084,8.38,19.7,26.7,2.36,514.7,1905.03,Buruk,"tambahkan pupuk dikit, tambahkan air"
1477,1355,1708,6.74,11.27,40.13,9.35,116.55,3006.44,Buruk,"tambahkan pupuk dikit, tambahkan air"
1472,1665,1867,4.6,14.56,43.28,7.57,955.64,3302.65,Buruk,"tambahkan pupuk dikit, tambahkan air"
1295,129,1413,8.88,21.52,27.51,2.77,594.13,2198.84,Buruk,"tambahkan pupuk dikit, tambahkan air"
